,delito,categoria,calidad,competencia,año,mes,fecha,hora,alcaldia,colonia
8225,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-07,21:45:00,CUAUHTEMOC,CUAUHTEMOC
8241,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,12:30:00,BENITO JUAREZ,XOCO
8244,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,02:00:00,XOCHIMILCO,SAN JUAN (BARR)
8273,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,13:12:00,IZTAPALAPA,SAN MIGUEL (BARR)
8285,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,09:30:00,CUAUHTEMOC,ROMA NORTE II
8290,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-24,06:25:00,VENUSTIANO CARRANZA,ROMERO RUBIO
8307,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,09:00:00,CUAUHTEMOC,CENTRO III
8308,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,09:00:00,CUAUHTEMOC,CENTRO III
8328,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,13:30:00,BENITO JUAREZ,XOCO
8335,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-05,11:15:00,BENITO JUAREZ,INSURGENTES MIXCOAC
8339,DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,10:35:00,TLALPAN,FLORESTA-PRADO-VERGEL COAPA
8342,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,13:00:00,CUAJIMALPA DE MORELOS,CORREDOR SANTA FE
8361,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-19,23:00:00,COYOACAN,DEL CARMEN
8363,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,17:00:00,GUSTAVO A. MADERO,SANTIAGO ATEPETLAC
8383,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-13,21:35:00,TLAHUAC,SAN JOSE
8388,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,16:00:00,AZCAPOTZALCO,SAN MARCOS (BARR)
8444,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-03,00:00:00,XOCHIMILCO,SANTIAGO TEPALCATLALPAN (PBLO)
8448,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,19:30:00,CUAUHTEMOC,PERALVILLO I
8461,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,19:10:00,CUAUHTEMOC,CENTRO IV
8462,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,18:45:00,MIGUEL HIDALGO,PERIODISTA
8465,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,19:50:00,IZTACALCO,AGRICOLA ORIENTAL V
8471,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,20:05:00,CUAJIMALPA DE MORELOS,CORREDOR SANTA FE
8476,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,19:55:00,MIGUEL HIDALGO,LOS MORALES (POLANCO)
8477,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-14,20:25:00,CUAUHTEMOC,ROMA NORTE II
8502,DAÑO EN PROPIEDAD AJENA INTENCIONAL A NEGOCIO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,21:35:00,IZTAPALAPA,GUADALUPE DEL MORAL
8505,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,22:40:00,ALVARO OBREGON,SAN ANGEL
8506,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,21:55:00,IZTAPALAPA,DR ALFONSO ORTIZ TIRADO
8516,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,22:35:00,TLALPAN,SANTA URSULA XITLA
8517,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,21:30:00,TLALPAN,SANTA URSULA XITLA
8522,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,22:35:00,IZTAPALAPA,LEYES DE REFORMA 3A SECCION I
8529,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,20:45:00,GUSTAVO A. MADERO,MARTIN CARRERA I
8551,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,18:50:00,IZTAPALAPA,LOS ANGELES
8563,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,03:00:00,TLAHUAC,SAN ANDRES MIXQUIC (PBLO)
8571,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-02,10:00:00,CUAUHTEMOC,JUAREZ
8576,ROBO A PASAJERO EN AUTOBÚS FORÁNEO CON VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-26,20:45:00,CUAJIMALPA DE MORELOS,LA PILA
8589,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,10:05:00,ALVARO OBREGON,CORPUS CURISTY AMPL XOCOMECATLA
8594,TALA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-09,09:00:00,CUAJIMALPA DE MORELOS,EL CONTADERO
8595,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-05,19:30:00,AZCAPOTZALCO,FRANCISCO VILLA (U HAB)
8600,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-05,10:00:00,CUAJIMALPA DE MORELOS,EL TIANGUILLO
8616,ABORTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-14,19:00:00,TLAHUAC,LA MESA
8624,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,00:50:00,IZTACALCO,PANTITLAN IV
8632,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-15,10:12:00,BENITO JUAREZ,DEL VALLE VI
8639,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,14:15:00,IZTAPALAPA,CONSEJO AGRARISTA MEXICANO I
8674,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,02:45:00,IZTAPALAPA,SAN PABLO (BARR)
8679,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,11:26:00,CUAUHTEMOC,DOCTORES II
8683,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,01:00:00,GUSTAVO A. MADERO,LINDAVISTA II
8684,ROBO A PASAJERO EN RTP SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,15:30:00,XOCHIMILCO,SANTIAGO TULYEHUALCO (PBLO)
8699,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,13:30:00,TLAHUAC,SAN FRANCISCO TLALTENCO (PBLO)
8714,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,16:02:00,IZTAPALAPA,SAN MIGUEL (BARR)
8728,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-21,21:20:00,GUSTAVO A. MADERO,TEPEYAC INSURGENTES
8730,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-15,13:38:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
8731,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-15,14:30:00,TLALPAN,AMSA
8745,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,14:02:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
8747,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,15:00:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
8758,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,15:00:00,COYOACAN,INSURGENTES CUICUILCO
8760,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,14:55:00,ALVARO OBREGON,JALALPA EL GRANDE
8766,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-16,18:00:00,BENITO JUAREZ,SAN PEDRO DE LOS  PINOS
8768,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-14,12:00:00,ALVARO OBREGON,ALFALFAR
8770,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2022,Enero,2022-01-15,15:04:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
8778,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,15:45:00,MIGUEL HIDALGO,CHAPULTEPEC MORALES (POLANCO)
8781,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,16:00:00,MIGUEL HIDALGO,TACUBAYA
8786,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,20:30:00,IZTAPALAPA,LOS ANGELES
8818,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,16:50:00,CUAUHTEMOC,CENTRO VI
8827,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,16:10:00,ALVARO OBREGON,ALFONSO XIII
8835,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Junio,2022-06-06,12:00:00,BENITO JUAREZ,NARVARTE V
8836,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,17:55:00,BENITO JUAREZ,DEL VALLE V
8861,DAÑO EN PROPIEDAD AJENA INTENCIONAL A NEGOCIO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,18:10:00,CUAUHTEMOC,JUAREZ
8868,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-11,19:34:00,IZTAPALAPA,REFORMA POLITICA II
8873,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,18:18:00,COYOACAN,EL CARACOL
8877,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,19:25:00,TLALPAN,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB)
8878,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,18:45:00,MIGUEL HIDALGO,ANAHUAC I
8888,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,19:10:00,COYOACAN,PEDREGAL DE SAN ANGEL (AMPL)
8907,DESOBEDIENCIA Y RESISTENCIA DE PARTICULARES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,20:15:00,ALVARO OBREGON,OCHO DE AGOSTO
8911,PORTACION DE ARMA DE FUEGO,DELITO DE BAJO IMPACTO,OFENDIDO,INCOMPETENCIAS,2023,Enero,2023-01-15,19:51:00,IZTAPALAPA,SANTA CRUZ MEYEHUALCO (U HAB) II
8922,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,20:00:00,MIGUEL HIDALGO,PERIODISTA
8938,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,21:40:00,IZTAPALAPA,2A AMPLIACION SANTIAGO ACAHUALTEPEC I
8939,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,20:00:00,AZCAPOTZALCO,SANTA CRUZ DE LAS SALINAS
8963,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,23:08:00,IZTAPALAPA,IXTLAHUACAN
8965,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,22:35:00,IZTAPALAPA,SIERRA DEL VALLE
8973,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,23:25:00,IZTAPALAPA,SAN JOSE (BARR)
8981,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,00:19:00,IZTAPALAPA,ERMITA ZARAGOZA (U HAB) I
8982,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,00:35:00,ALVARO OBREGON,OLIVAR DEL CONDE 2DA SECCION I
9021,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,05:18:00,VENUSTIANO CARRANZA,SIMON  BOLIVAR
9023,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A BIENES INMUEBLES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,07:15:00,IZTAPALAPA,SAN LUCAS (BARR)
9025,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,05:45:00,TLALPAN,GRANJAS COAPA ORIENTE
9026,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,02:32:00,MIGUEL HIDALGO,ANAHUAC LOS MANZANOS
9033,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,06:20:00,TLALPAN,HEROES DE PADIERNA I
9037,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-19,12:00:00,XOCHIMILCO,SAN JOSE LAS PERITAS
9041,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,22:30:00,MIGUEL HIDALGO,16 DE SEPTIEMBRE
9052,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,19:30:00,GUSTAVO A. MADERO,SANTIAGO ATZACOALCO (PBLO)
9060,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,09:36:00,AZCAPOTZALCO,EL ROSARIO C (U HAB)
9063,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,08:45:00,CUAUHTEMOC,GUERRERO II
9085,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-14,15:00:00,TLALPAN,HEROES DE PADIERNA II
9089,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-15,21:57:00,CUAUHTEMOC,NONOALCO-TLATELOLCO (U HAB) II
9098,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-01,03:30:00,CUAUHTEMOC,CUAUHTEMOC
9104,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,11:00:00,GUSTAVO A. MADERO,MARTIN CARRERA I
9105,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,09:00:00,IZTAPALAPA,LOS PICOS VI B
9122,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,09:00:00,GUSTAVO A. MADERO,CONSTITUCION DE LA REPUBLICA
9137,TALA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,11:22:00,MIGUEL HIDALGO,ESCANDON I
9142,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,07:00:00,COYOACAN,COUNTRY CLUB
9150,DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,10:30:00,IZTAPALAPA,SAN MIGUEL TEOTONGO III
9158,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,11:00:00,CUAUHTEMOC,DOCTORES V
9169,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Mayo,2022-05-01,10:00:00,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC
9172,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,08:40:00,COYOACAN,BOSQUES DE TETLAMEYA
9175,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,07:50:00,CUAJIMALPA DE MORELOS,LOMAS DE VISTA HERMOSA
9178,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,13:00:00,ALVARO OBREGON,PRESIDENTES 1RA (AMPL)
9179,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-16,12:05:00,ALVARO OBREGON,OLIVAR DE LOS PADRES
9182,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2019,Abril,2019-04-30,22:17:00,VENUSTIANO CARRANZA,INDUSTRIAL PUERTO AEREO (FRACC)
9188,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-11,15:50:00,COYOACAN,COPILCO UNIVERSIDAD
9190,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,10:30:00,VENUSTIANO CARRANZA,PENSADOR MEXICANO I
9203,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,07:59:00,ALVARO OBREGON,BELLA VISTA
9206,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,12:50:00,CUAUHTEMOC,TABACALERA
9215,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,18:30:00,AZCAPOTZALCO,JARDIN AZPEITIA
9219,DAÑO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-14,08:42:00,CUAUHTEMOC,CENTRO VI
9221,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,12:00:00,TLAHUAC,SANTIAGO ZAPOTITLAN (PBLO)
9223,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Junio,2022-06-20,12:00:00,COYOACAN,HACIENDAS DE COYOACAN (FRACC)
9226,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,12:42:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
9243,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-09,17:00:00,TLAHUAC,MIGUEL HIDALGO
9253,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,13:00:00,CUAUHTEMOC,BUENAVISTA II
9268,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,14:00:00,CUAUHTEMOC,SAN RAFAEL I
9270,ROBO A NEGOCIO Y VEHICULO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,08:10:00,GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) I
9275,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,12:00:00,MILPA ALTA,SAN BARTOLOME XICOMULCO (PBLO)
9276,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-05,16:10:00,IZTAPALAPA,GUADALUPE DEL MORAL
9278,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,13:45:00,ALVARO OBREGON,JARDINES DEL PEDREGAL
