,delito,categoria,calidad,competencia,año,mes,fecha,hora,alcaldia,colonia
39294,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,17:00:00,TLALPAN,SANTA URSULA XITLA
39298,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,17:55:00,TLALPAN,TLALPAN CENTRO
39303,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,12:00:00,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 5 (U HAB)
39307,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,17:35:00,IZTAPALAPA,LOS ANGELES
39311,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-07,12:00:00,AZCAPOTZALCO,JARDIN AZPEITIA
39324,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,17:30:00,BENITO JUAREZ,SAN JUAN
39328,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,18:26:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
39331,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-14,21:15:00,BENITO JUAREZ,ERMITA
39334,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2019,Agosto,2019-08-26,12:00:00,MIGUEL HIDALGO,TACUBAYA
39339,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,14:30:00,AZCAPOTZALCO,CLAVERIA
39346,ROBO DE FLUIDOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,13:00:00,IZTACALCO,RAMOS MILLAN BRAMADERO I
39348,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-21,12:00:00,IZTACALCO,PANTITLAN I
39361,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,19:50:00,TLALPAN,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA
39366,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-17,15:00:00,TLALPAN,ISIDRO FABELA I (PONIENTE)
39376,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,07:30:00,CUAUHTEMOC,DOCTORES III
39404,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,18:00:00,VENUSTIANO CARRANZA,MOCTEZUMA 1A SECCION
39420,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,19:35:00,LA MAGDALENA CONTRERAS,LOMAS DE SAN BERNABE (AMPL)
39423,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,20:30:00,BENITO JUAREZ,STA CRUZ ATOYAC
39433,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-01,00:30:00,CUAUHTEMOC,ROMA SUR II
39438,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,20:22:00,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO)
39441,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,19:50:00,IZTAPALAPA,LA ESPERANZA
39446,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-09,07:00:00,MIGUEL HIDALGO,LOMAS DE SOTELO
39461,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,19:00:00,GUSTAVO A. MADERO,SAN JUAN Y GUADALUPE TICOMAN (BARR)
39474,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,17:00:00,ALVARO OBREGON,MERCED GOMEZ
39478,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,21:35:00,VENUSTIANO CARRANZA,PRIMERO DE MAYO
39491,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2021,Enero,2021-01-08,12:00:00,BENITO JUAREZ,DEL VALLE VII
39495,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,13:05:00,ALVARO OBREGON,EL PARAISO
39505,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,08:00:00,GUSTAVO A. MADERO,ACUEDUCTO DE GUADALUPE (U HAB)
39507,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,21:50:00,VENUSTIANO CARRANZA,POPULAR RASTRO
39525,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,21:55:00,ALVARO OBREGON,PALMAS
39526,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,15:30:00,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION II
39541,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-08,08:00:00,VENUSTIANO CARRANZA,ADOLFO LOPEZ MATEOS
39552,GESTIÓN AMBIENTAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-15,12:00:00,BENITO JUAREZ,DEL VALLE II
39561,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,22:45:00,MIGUEL HIDALGO,PERIODISTA
39589,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,00:30:00,TLALPAN,VALLE ESCONDIDO
39593,"ROBO EN EVENTOS MASIVOS (DEPORTIVOS, CULTURALES, RELIGIOSOS Y ARTISTICOS) S/V",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,10:00:00,IZTACALCO,GRANJAS MEXICO II
39605,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-03,03:23:00,CUAUHTEMOC,MORELOS II
39611,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,00:50:00,ALVARO OBREGON,SAN BARTOLO AMEYALCO (PBLO)
39613,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,01:00:00,ALVARO OBREGON,LOMAS DE LOS CEDROS
39626,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,23:00:00,GUSTAVO A. MADERO,NUEVA ATZACOALCO III
39637,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,10:00:00,VENUSTIANO CARRANZA,PUEBLA
39680,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,12:40:00,GUSTAVO A. MADERO,LINDAVISTA VALLEJO (U HAB)
39681,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,12:00:00,GUSTAVO A. MADERO,LINDAVISTA VALLEJO (U HAB)
39714,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,07:35:00,TLALPAN,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA
39715,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-28,00:00:00,IZTACALCO,GRANJAS MEXICO II
39727,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,09:30:00,CUAUHTEMOC,GUERRERO III
39728,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-30,00:00:00,IZTACALCO,GRANJAS MEXICO II
39734,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,19:00:00,MIGUEL HIDALGO,CUAUHTEMOC PENSIL
39737,CAMBIO DE USO DE SUELO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,12:00:00,XOCHIMILCO,SAN ANDRES AHUAYUCAN (PBLO)
39738,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-07,12:00:00,GUSTAVO A. MADERO,LINDAVISTA I
39744,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,08:00:00,COYOACAN,LOS REYES (PBLO)
39756,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-11,18:09:00,IZTACALCO,GRANJAS MEXICO II
39759,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,15:00:00,VENUSTIANO CARRANZA,KENNEDY (U HAB)
39761,CAMBIO DE USO DE SUELO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-15,10:30:00,TLAHUAC,SANTA CECILIA
39783,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,10:20:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
39793,CAMBIO DE USO DE SUELO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,12:00:00,XOCHIMILCO,SAN MATEO XALPA (PBLO)
39798,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,06:30:00,CUAUHTEMOC,CUAUHTEMOC
39802,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,10:35:00,CUAUHTEMOC,GUERRERO III
39810,CAMBIO DE USO DE SUELO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,11:45:00,TLALPAN,TLALPAN CENTRO
39816,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,08:00:00,IZTAPALAPA,LOMAS ESTRELLA 1A SECC (FRACC)
39817,DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-23,11:20:00,ALVARO OBREGON,LOMAS DE SANTA FE II
39820,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-10,10:07:00,BENITO JUAREZ,NARVARTE V
39831,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,11:20:00,GUSTAVO A. MADERO,INDUSTRIAL I
39833,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-28,11:15:00,CUAUHTEMOC,EX HIPODROMO DE PERALVILLO
39839,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-02,09:00:00,VENUSTIANO CARRANZA,EL ARENAL 2A SECCION
39846,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,14:30:00,GUSTAVO A. MADERO,GABRIEL HERNANDEZ
39855,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,04:30:00,MILPA ALTA,SAN LORENZO TLACOYUCAN (PBLO)
39858,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,12:00:00,CUAUHTEMOC,ROMA NORTE III
39861,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,VICTIMA,FUERO COMUN,2023,Febrero,2023-02-28,10:53:00,AZCAPOTZALCO,COLTONGO
39870,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-30,09:00:00,CUAUHTEMOC,ROMA SUR I
39882,DAÑO EN PROPIEDAD AJENA INTENCIONAL A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-15,09:00:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
39886,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,12:40:00,CUAUHTEMOC,CENTRO I
39888,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,11:40:00,VENUSTIANO CARRANZA,CARACOL
39889,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-29,12:00:00,VENUSTIANO CARRANZA,KENNEDY (U HAB)
39900,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-11,10:48:00,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II
39901,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-14,12:00:00,VENUSTIANO CARRANZA,KENNEDY (U HAB)
39902,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,11:25:00,ALVARO OBREGON,FRANCISCO VILLA
39906,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,16:00:00,ALVARO OBREGON,MERCED GOMEZ
39909,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,17:30:00,VENUSTIANO CARRANZA,MORELOS I
39911,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,02:00:00,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION I
39917,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,12:00:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
39920,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,10:30:00,CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS II
39922,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-22,09:39:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
39929,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-11,23:35:00,MIGUEL HIDALGO,GRANADA (AMPL)
39930,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-03,14:15:00,BENITO JUAREZ,TLACOQUEMECATL DEL VALLE
39934,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-28,08:30:00,IZTACALCO,GRANJAS MEXICO II
39935,DISPAROS DE ARMA DE FUEGO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-20,00:00:00,TLALPAN,MIGUEL HIDALGO
39946,ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,12:30:00,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA
39948,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-17,10:00:00,TLAHUAC,SAN PEDRO TLAHUAC (PBLO)
39952,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,13:30:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
39954,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-29,09:09:00,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II
39956,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-15,12:00:00,CUAUHTEMOC,ATLAMPA
39962,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,19:30:00,IZTAPALAPA,SAN IGNACIO (BARR)
39965,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,10:40:00,GUSTAVO A. MADERO,SAN JUAN Y GUADALUPE TICOMAN (BARR)
39969,"ROBO A LOCALES SEMIFIJOS (PUESTOS DE ALIMENTOS,BEBIDAS, ENSERES, PERIODICOS,LOTERIA, OTROS)",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,12:21:00,IZTACALCO,SANTIAGO SUR
39973,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-11,13:47:00,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II
39977,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,13:10:00,CUAUHTEMOC,TRANSITO
39979,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,23:30:00,IZTACALCO,AGRICOLA ORIENTAL III
39981,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,12:00:00,CUAUHTEMOC,CENTRO IV
39982,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-24,18:30:00,CUAJIMALPA DE MORELOS,SAN PEDRO CUAJIMALPA (PBLO)
39988,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-11,00:24:00,CUAUHTEMOC,TRANSITO
39990,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-26,09:00:00,VENUSTIANO CARRANZA,CENTRO II
39995,ROBO A OFICINA PÚBLICA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,06:00:00,GUSTAVO A. MADERO,JORGE NEGRETE
39998,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,14:00:00,ALVARO OBREGON,JARDINES DEL PEDREGAL
40006,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-11,17:02:00,TLAHUAC,SANTIAGO ZAPOTITLAN (PBLO)
40016,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,13:45:00,IZTAPALAPA,SECTOR POPULAR
40019,ROBO A OFICINA PÚBLICA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,13:50:00,TLALPAN,AMPLIACION MIGUEL HIDALGO 3A SECC
40028,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-22,09:15:00,BENITO JUAREZ,DEL VALLE I
40036,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,09:30:00,IZTAPALAPA,LA ERA
40039,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-11,16:42:00,IZTAPALAPA,DR ALFONSO ORTIZ TIRADO
40040,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,13:15:00,TLAHUAC,SANTIAGO ZAPOTITLAN (PBLO)
40049,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,14:50:00,MIGUEL HIDALGO,ANAHUAC II
40054,ROBO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-08,12:00:00,TLALPAN,LOMAS DE  PADIERNA I
40081,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,15:30:00,BENITO JUAREZ,PIEDAD NARVARTE
40086,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-25,06:00:00,MIGUEL HIDALGO,TACUBAYA
40088,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,03:00:00,GUSTAVO A. MADERO,CTM EL RISCO (U HAB)
40090,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-27,09:30:00,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO)
40093,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-13,08:00:00,GUSTAVO A. MADERO,PROGRESO NACIONAL II
40106,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Febrero,2023-02-28,11:29:00,GUSTAVO A. MADERO,VILLA GUSTAVO A MADERO
40108,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-23,12:00:00,LA MAGDALENA CONTRERAS,LA MAGDALENA ATLITIC (PBLO)
40116,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,16:56:00,CUAJIMALPA DE MORELOS,BOSQUES DE LAS LOMAS
